Mesh ID,Generic name,Common name,Synonyms
D054368,Bisacodyl,Bisacodyl,"Laxanin|Bisco Lax|Lünolax|Bisco-Zitron|Agaroletten|Florisan N|Tannex, Bisacodyl|Bekunis Bisacodyl|Dulco lax perles|Bisac Evac|Laxagetten|Dulco Lax|Bisco-Lax|ratio-Bisacodyl|Uniserts, Bisacodyl|Laxans ratiopharm|Dulcolax perles|Bisacodyl Tannex|Laxysat Bürger|Apo-Bisacodyl|Bisacodyl Uniserts|Dulcolax|Apo Bisacodyl|Rytmil|ratio Bisacodyl|Durolax|Bisacodyl, Fleet|Laxans-ratiopharm|Bisco Zitron|Laxbene|Bisalax|Bisacodyl|Bicol|Ulcolax|Bisac-Evac|Dulco-Lax|Dulco-lax perles|Bisacodyl, Bekunis|Fleet Bisacodyl"
D014475,Dicumarol,Dicumarol,Dicumarol|Dicoumarin|Dicoumarol|Bishydroxycoumarin
D000980,Bithionol,Bithionol,Bitin|Bithionol
D000903,Bleomycin,Bleomycin,"Sulfate, Bleomycin|Bleomycin A2|Blenoxane|Bleomycinum Mack|Blanoxan|Bellon, Bléomycine|Bléomycine Bellon|Mack, Bleomycinum|Bleomycins|BLEOcell|Bleomycin B(2)|BLEO cell|Bleomycin Sulfate|BLEO-cell|Bleomicina|Bleomycin|Bleomycin B2|Bleomycin A(2)|Bleolem"
D018377,Bombesin,Bombesin,"Dihydrochloride, Bombesin|Bombesin Dihydrochloride|Bombesin 14|Bombesin"
D014665,Bradykinin,Bradykinin,"Bradykinin, (7-D-Pro)-Isomer|Bradykinin Hydrochloride|Bradykinin, (3-D-Pro-7-D-Pro)-Isomer|Arg Pro Pro Gly Phe Ser Pro Phe Arg|Bradykinin, (5-D-Phe)-Isomer|Bradykinin Triacetate|Bradykinin, (2-D-Pro)-Isomer|Bradykinin, (1-D-Arg)-Isomer|Arg-Pro-Pro-Gly-Phe-Ser-Pro-Phe-Arg|Bradykinin Diacetate|Bradykinin, (6-D-Ser)-Isomer|Bradykinin, (9-D-Arg)-Isomer|Bradykinin, (5-D-Phe-8-D-Phe)-Isomer|Bradykinin Acetate, (9-D-Arg)-Isomer|Bradykinin|Bradykinin, (8-D-Phe)-Isomer|Bradykinin, (2-D-Pro-3-D-Pro-7-D-Pro)-Isomer|Bradykinin, (3-D-Pro)-Isomer|Bradykinin, (2-D-Pro-7-D-Pro)-Isomer"
D005343,Brinolase,Brinolase,Brinase|Brinolase
D018757,Bromazepam,Bromazepam,"Bromazepam Heumann|BromaLich|Bromazepam Ratiopharm|Bromaz 1A Pharma|Bromazep Von Ct|Durazanil|Bromazepam AL|Anxyrex|Gen Bromazepam|Bromazanil|Lexatin|Lexomil|Ro 53350|Bromazepam Neuraxpharm|Bromazepam-Ratiopharm|Lexotan|Lexotanil|Bromazepam Beta|Bromazepam-Neuraxpharm|Gen-Bromazepam|Apo Bromazepam|Beta, Bromazepam|Ro 5-3350|Apo-Bromazepam|Von Ct, Bromazep|Bromazepam"
D001963,Bromelains,Bromelains,Bromelains|Debrase|Bromelin|Bromelain-POS|Extranase|Dayto Anase|Bromelins|BromelainPOS|Dontisanin|Bromelain|Bromelain POS|Proteozym|Ananase|Traumanase|Mucozym
D005100,Bromhexine,Bromhexine,"Bromhexin|NA274|Bisolvon|Monohydrochloride, Bromhexine|Bromhexin ratiopharm|Flegamin|Aparsonin|Bromhexin Berlin Chemie|Darolan|Bromhexin-ratiopharm|Bromhexinratiopharm|Hustentabs-ratiopharm|Bromhexin BC|bromhexin von ct|Bromhexine, Famel|NA-274|Hydrochloride, Bromhexine|Bromhexine Monohydrochloride|Quentan|Tesacof|ct, bromhexin von|Mucohexine|NA 274|Dur Elix|Bromhexine Hydrochloride|Bromhexine|BC, Bromhexin|Bromhexin BerlinChemie|Brotussol|Hustentabs ratiopharm|Famel Bromhexine|Flubron|Dur-Elix|Bromhexin Berlin-Chemie|Hustentabsratiopharm|von ct, bromhexin|DurElix"
D006993,Bromisovalum,Bromisovalum,Bromoisovalerylurea|(alpha-Bromoisovaleryl)urea|Sedes A|Bromisoval|Bromisovalum|Bromovalcarbamide|Bromyl|Bromvaleton|Bromovalerylurea
D018491,Bromocriptine,Bromocriptine,"Bromocriptine Mesylate|2-Bromoergocryptine Methanesulfonate|2 Bromoergokryptine|CB 154|2-Bromoergocryptine|Mesylate, 2-Bromoergocryptine|2 Bromoergocryptine Mesylate|Parlodel|Mesylate, Bromocriptine|2 Bromo alpha ergocryptine|2-Bromo-alpha-ergocryptine|2 Bromoergocryptine Methanesulfonate|Bromocryptin|2 Bromo alpha ergokryptine|Methanesulfonate, 2-Bromoergocryptine|Bromocriptine|CB-154|CB154|2-Bromo-alpha-ergokryptine|Bromocriptin|2-Bromoergokryptine|2-Bromoergocryptine Mesylate|2 Bromoergocryptine"
D011838,Bromodeoxyuridine,Bromodeoxyuridine,"5 Bromodeoxyuridine|NSC-38297|BrdU|5-Bromodeoxyuridine|Deoxyriboside, Bromouracil|Broxuridine|5-Bromo-2'-deoxyuridine|Bromodeoxyuridine|Bromouracil Deoxyriboside|BUdR|5 Bromo 2' deoxyuridine"
D018926,Brompheniramine,Brompheniramine,"p Bromdylamine|para Bromdylamine|para-Bromdylamine|Dimetane|Chlorphed|Dimetane-Ten|Dimetapp Allergy|Brompheniramine Maleate|Brompheniramine Maleate (1:1)|Oraminic-2|Oraminic 2|Dimetane Ten|Maleate, Brompheniramine|Brompheniramine|p-Bromdylamine"
D000894,Bufexamac,Bufexamac,Jomax|Parfenac|Droxaryl|Paraderm|Malipuran|Bufederm|duradermal|p Butoxyphenylacethydroxamic Acid|Allergipuran|Bufexamac-ratiopharm|Bufal|Bufexamacratiopharm|Bufexamac ratiopharm|Bufexamac|Windol|p-Butoxyphenylacethydroxamic Acid
D007004,Buformin,Buformin,"Retard, Silubin|Buformin|Silubin|Butylbiguanide|1-Butylbiguanide|Adebit|Silubin Retard|1 Butylbiguanide|Gliporal"
D012702,Bufotenin,Bufotenin,"5-Hydroxy-N,N-dimethyltryptamine|Mappin|Bufotenin|N,N Dimethyl 5 hydroxytryptamine|Bufotenine|5 Hydroxy N,N dimethyltryptamine|Dimethylserotonin|Mappine|N,N-Dimethyl-5-hydroxytryptamine"
D049994,Bumetanide,Bumetanide,Bumetanide|Bumedyl|Drenural|PF-1593|Bumethanide|Bumex|Miccil|PF1593|Burinex|PF 1593|Fordiuran
D000889,Bunaftine,Bunaftine,Bunaphtide|Bunaphtine|Bunaftine|Bunaftide
D013565,Levobunolol,Levobunolol,Ultracortenol|PMS-Levobunolol|W-7000A|AKBeta|W 7000A|Apo Levobunolol|Betagan|ratio Levobunolol|Novo-Levobunolol|PMS Levobunolol|NovoLevobunolol|Novo Levobunolol|Vistagan|Levobunolol Hydrochloride|PMSLevobunolol|ratio-Levobunolol|Apo-Levobunolol|W7000A|ApoLevobunolol|Levobunolol
D000779,Bupivacaine,Bupivacaine,"Sensorcaine|Bupivacain Janapharm|Bupivacain-RPR|Bupivacaine Carbonate|Svedocain Sin Vasoconstr|1-Butyl-N-(2,6-dimethylphenyl)-2-piperidinecarboxamide|Bupivacaine Monohydrochloride, Monohydrate|Bupivacain RPR|Dolanaest|Carbostesin|Marcain|Marcaine|Bupivacaina Braun|Bupivacaine Hydrochloride|Bupivacaine|Buvacaina|Bupivacaine Anhydrous"
D000959,Bupranolol,Bupranolol,KL-255|KL255|Bupranolol|KL 255|Betadrenol
D009294,Buprenorphine,Buprenorphine,"Hydrochloride, Buprenorphine|Subutex|Prefin|6029 M|RX 6029 M|Buprex|Buprenorphine|RX6029M|Temgésic|6029-M|6029M|Temgesic|Buprenex|Buprenorphine Hydrochloride|RX-6029-M"
D005300,Buserelin,Buserelin,"Suprefact|Acetate, Buserelin|Receptal|Suprecur|Profact|Buserelin Acetate|HOE766|HOE 766|Tiloryth|Buserelin|HOE-766|Bigonist"
D019653,Busulfan,Busulfan,"Mylecytan|Myelosan|Myléran|Glyzophrol|Wellcome, Busulfan|n-Butane-1,3-di(methylsulfonate)|Busulfan Wellcome|Busulfex|Myleran|Busulfan|Busulphan"
D009294,torphanol|Bu,Butorphanol,"Apo-Butorphanol|Butorphanol Tartrate|BC 2627|17-(Cyclobutylmethyl)morphinan-3,14-diol|torphanol|Stadol|Stadol NS|Torbugesic|Moradol|Beforal|Dolorex|BC2627|Bu|BC-2627"
D002800,Butyrylcholinesterase,Butyrylcholinesterase,Butyrylcholinesterase|Benzoylcholinesterase|Butyrylthiocholinesterase|Pseudocholinesterase
D002092,Butyrylthiocholine,Butyrylthiocholine,"S Butyrylthiocholine Iodide|Iodide, S-Butyrylthiocholine|Butyrylthiocholine|S-Butyrylthiocholine Iodide|(2-Mercaptoethyl)Trimethylammonium Butyrate"
D002108,Ceruletide,Ceruletide,Ceruletid|Ceruletide|Cerulein|FI 6934|FI6934|FI-6934|Takus|Caerulein
D050071,Calcifediol,Calcifediol,"Calcifediol, (3 alpha,5Z,7E)-Isomer|25 Hydroxycholecalciferol|Calcidiol|25-Hydroxyvitamin D 3|Hidroferol|25 Hydroxyvitamin D 3|25 Hydroxycholecalciferol Monohydrate|Calcifediol, (3 beta,5E,7E)-Isomer|Dedrogyl|Calcifediol Anhydrous|25-Hydroxyvitamin D3|25-Hydroxycholecalciferol Monohydrate|Monohydrate, 25-Hydroxycholecalciferol|Calderol|25-Hydroxycholecalciferol|25 Hydroxyvitamin D3|Calcifediol|Anhydrous, Calcifediol"
D000077264,Calcitriol,Calcitriol,"1,25-dihydroxy-20-epi-Vitamin D3|Osteotriol|KyraMed, Calcitriol|1 alpha,25-Dihydroxycholecalciferol|Soltriol|20-epi-1alpha,25-dihydroxycholecaliferol|Decostriol|Silkis|D3, 1,25-Dihydroxyvitamin|MC-1288|Sitriol|1,25 Dihydroxyvitamin D3|1 alpha, 25-dihydroxy-20-epi-Vitamin D3|MC 1288|Calcitriol Nefro|1,25(OH)2-20epi-D3|D3, 1 alpha,25-Dihydroxyvitamin|Renatriol|Rocaltrol|1,25-Dihydroxycholecalciferol|MC1288|Calcijex|Calcitriol KyraMed|1,25(OH)2D3|Calcitriol-Nefro|1,25-Dihydroxyvitamin D3|Tirocal|Calcitriol|1 alpha,25 Dihydroxyvitamin D3|1 alpha,25-Dihydroxyvitamin D3|1,25 Dihydroxycholecalciferol|1,25 dihydroxy 20 epi Vitamin D3|Bocatriol|1, 25-(OH)2D3|D3, 1,25-dihydroxy-20-epi-Vitamin"
D000969,Cambendazole,Cambendazole,Noviben|5-Isopropoxycarbonylamino-2-(4-thiazoyl)benzimidazole|Cambendazole
D000935,Candicidin,Candicidin,Levorin|Candicidin D|Candicidin|Candeptin|Vanobid|Candimon|Levorine
D000927,Cannabidiol,Cannabidiol,"Cannabidiol|1,3-Benzenediol, 2-(3-methyl-6-(1-methylethenyl)-2-cyclohexen-1-yl)-5-pentyl-, (1R-trans)-|Epidiolex"
D002187,Cannabinol,Cannabinol,Cannabinol
D000451,Canrenone,Canrenone,"Canrenone|SC9376|R.P., 11614|SC 9376|Phanurane|11614 R.P.|SC-9376|Aldadiene"
D007509,Cantharidin,Cantharidin,Cantharidin|Cantharides|Cantharidine
D011500,Capreomycin,Capreomycin,Capastat|Capromycin|Capreomycin|Capreomycin Sulfate
D000959,Captopril,Captopril,"Captopril|SQ 14534|SQ14,534|SQ14225|SQ14534|SQ-14225|Capoten|SQ-14,225|SQ-14534|SQ 14,225|SQ 14,534|(S)-1-(3-Mercapto-2-methyl-1-oxopropyl)-L-proline|SQ-14,534|SQ14,225|SQ 14225|Lopirin"
D065701,Carbamazepine,Carbamazepine,Carbamazepine Dihydrate|Epitol|Carbamazepine Anhydrous|Carbamazepine L-Tartrate (4:1)|Amizepine|Carbamazepine|Carbamazepine Acetate|Carbamazepine Hydrochloride|Carbamazepine Phosphate|Tegretol|Carbamazepine Sulfate (2:1)|Finlepsin|Carbazepin|Neurotol
D000900,Carbenicillin,Carbenicillin,"Carbapen|Disodium, Carbenicillin|Carbenicillin|Microcillin|Carbecin|Carbenicillin Disodium|Geopen|Carboxybenzyl Penicillin|Anabactyl|Pyopen|Penicillin, Carboxybenzyl"
D000897,Carbenoxolone,Carbenoxolone,"Sanodin|Carbeneoxolone|Glycyrrhetinic Acid 3 O hemisuccinate|3beta-O-Hemisuccinate, 18alpha-Glycyrrhetinic Acid|Biogastrone|Acid 3beta-O-Hemisuccinate, 18alpha-Glycyrrhetinic|18alpha-Glycyrrhetinic Acid 3beta-O-Hemisuccinate|Carbenoxolone Disodium Salt|Carbenoxalone|Pharmaxolon|3-O-hemisuccinate, Glycyrrhetinic Acid|Duogastrone|18alpha-Carbenoxolone|Carbenoxolone|Carbosan|Carbenoxolone Sodium|Acid 3-O-hemisuccinate, Glycyrrhetinic|18alpha Glycyrrhetinic Acid 3beta O Hemisuccinate|18alpha Carbenoxolone|Bioral|Glycyrrhetinic Acid 3-O-hemisuccinate"
D013956,Carbimazole,Carbimazole,Neomercazole|Neo-Mercazole|Carbimazole|Carbimazole Henning|Neo Tomizol|Neo-Thyreostat
D005659,Carboxin,Carboxin,"D-735|D735|5,6-Dihydro-2-methyl-N-phenyl-1,4-oxathiin-3-carboxamide|D 735|Carboxin|Vitavax"
D007004,Carbutamide,Carbutamide,Sulfaninylbutylurea|Oranil|Oranyl|Butylcarbamide|Carbutamide|Bukarban|Diabetal|Bucarban|Aminophenurobutane|Glybutamide|Glucidoral
D000900,Carfecillin,Carfecillin,"BRL-3475|Salt, Carfecillin Sodium|Carbenicillin Phenyl Sodium|BRL3475|Carfecillin|Carphecillin|Sodium Salt, Carfecillin|BRL 3475|Carfecillin Sodium Salt|Uticillin"
D009125,Carisoprodol,Carisoprodol,Soprodol|Carisoprodol|Mio Relax|Isobamate|Carisoprodate|Isopropylmeprobamate|Soma|Vanadom|Carisoma|Somalgit|Isomeprobamate
D018906,Carmustine,Carmustine,"BCNU|Nitrumon|FIVB|1,3-Bis(2-Chloroethyl)-1-Nitrosourea|BiCNU|Carmustine|N,N'-Bis(2-Chloroethyl)-N-Nitrosourea"
D002331,Carnitine,Carnitine,Carnitine|L Carnitine|Vitamin BT|Levocarnitine|Bicarnesine|L-Carnitine
D013565,Carteolol,Carteolol,"OPC 1085|Monohydrochloride, Carteolol|Carteolol Hydrochloride|OPC-1085|Carteolol|Hydrochloride, Carteolol|OPC1085|Carteolol Monohydrochloride"
D002392,Catechin,Catechin,"KB 53|(+)-Catechin|Epicatechin|Catergen|Cyanidanol 3|KB53|KB-53|Catechin|(+)-Cyanidanol|3,3',4',5,7-Flavanpentol|Cianidanol|2H-1-Benzopyran-3,5,7-triol, 2-(3,4-dihydroxyphenyl)-3,4-dihydro-, (2R-cis)-|Z 7300|Zyma|(2R,3R)-2-(3,4-Dihydroxyphenyl)-3,5,7-chromanetriol|(+)-Cyanidanol-3|Catechuic Acid|Catechinic Acid|(-)-Epicatechin|Cyanidanol-3"
D000900,Cefaclor,Cefaclor,"Cefaclor Monohydrate|S-6472|Cefaclor|S 6472|Cefaclor Anhydrous|Ceclor|Lilly 99638|S6472|Keclor|5-Thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid, 7-((aminophenylacetyl)amino)-3-chloro-8-oxo-, (6R-(6alpha,7beta(R*)))-"
D000900,Cefadroxil,Cefadroxil,"BL S 578|BLS578|Cephadroxyl|4 Hydroxycephalexin|S 578|Cefadroxil|S578|BL S578|Cefadroxil Anhydrous|Ultracef|BL-S578|S-578|Bidocef|Duricef|4-Hydroxycephalexin|Cefadroxil Monohydrate|BL-S 578|BLS 578|5-Thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid, 7-((amino(4-hydroxyphenyl)acetyl)amino)-3-methyl-8-oxo-, (6R-(6alpha,7beta(R*)))-"
D000900,Cefamandole,Cefamandole,Cefamandole|Compound 83405|Cephamandole
D000900,Cefatrizine,Cefatrizine,BL S640|BL S 640|S 640P|BL-S640|SKF60771|F 60771|Cefatrizine|F60771|BLS640|&|SK|S 640-P|S640P|S-640P|BLS 640|S 640 P|SKF 60771|F-60771|SKF-60771|BL-S 640
D000900,Cefazolin,Cefazolin,"Totacef|Ancef|Sodium Cephazolin|Cefazolin Sodium|Cephazolin Sodium|Cefamezine|Gramaxin|Sodium, Cephazolin|Kefzol|Cefazolin|Sodium, Cefazolin|Cephazolin, Sodium|Cephamezine|Cefamedin|Cephazolin"
D000900,Cefoperazone,Cefoperazone,"T1551|Cefoperazon|Cefobid|Cefoperazone|Cefoperazone Sodium|T-1551|Sodium Salt, Cefoperazone|Cefoperazone Sodium Salt|T 1551|Salt, Cefoperazone Sodium|Sodium, Cefoperazone|Céfobis"
D000900,Cefotaxime,Cefotaxime,"Klaforan|Primafen|Cefotaxime|Ru 24756|Claforan|Benaxima|Cephotaxim|Cefotaxim|Taporin|HR-756|Biosint|Kendrick|Ru24756|Fotexina|Cefotaxime Sodium|Sodium, Cefotaxime|Ru-24756|HR 756|HR756|Cefradil"
D000900,Cefoxitin,Cefoxitin,"Méfoxin|MK 306|MK-306|Cefoxitin Sodium|MK306|Mefoxin|Sodium, Cefoxitin|Cefoxitin|Mefoxitin"
D000900,Cefsulodin,Cefsulodin,"Abbott 46811|Monosodium Salt, Cefsulodin|Cefsulodin|Cefsulodin Monosodium Salt|Sodium, Cefsulodin|CGP-7174-E|SCE 129|Cefsulodin Sodium|CGP7174E|SCE-129|SCE129|CGP 7174 E|Monaspor|Pyocefal"
D000097911,Ceftazidime,Ceftazidime,"GR 20263|LY-139381|LY139381|Ceftazidime Pentahydrate|Pyridinium, 1-((7-(((2-amino-4-thiazolyl)((1-carboxy-1-methylethoxy)imino)acetyl)amino)-2-carboxy-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-en-3-yl)methyl)-, inner salt, pentahydrate, (6R-(6alpha,7beta(Z)))-|Fortum|GR-20263|Ceftazidime Anhydrous|GR20263|Fortaz|LY 139381|Tazidime|Ceftazidime"
D000097911,Ceftriaxone,Ceftriaxone,"Rocefalin|Ceftriaxon|Tacex|Cefatriaxone|Ro 139904|Ro 13-9904|Ceftriaxone Sodium, Anhydrous|Ceftriaxone Irex|Ro-13-9904|Longaceph|Ceftriaxone, Disodium Salt, Hemiheptahydrate|Ro139904|Ceftriaxon Curamed|Ceftriaxona LDP Torlan|Rocephine|Ro13 9904|Ceftriaxon Hexal|Ro 13 9904|Rocefin|Benaxona|Ceftriaxone, Disodium Salt|Anhydrous Ceftriaxone Sodium|Rocephin|Ceftriaxone Sodium|Ceftriaxona Andreu|Ceftrex|Ro13-9904|Ceftriaxone|Longacef|Lendacin|Terbac|Cefaxona"
D000900,Cefuroxime,Cefuroxime,Cephuroxime|Ketocef|Zinacef|Cefuroxime
D004965,Centchroman,Centchroman,Compound 67 20|Compound 6720|Centchroman|Compound 67-20
D018697,Meclofenoxate,Meclofenoxate,Cetrexin|Meclofenoxate Hydrochloride|Centrophenoxine|Meclofenoxate|Cerutil|Helfergin|Atsefen
D000900,Cephacetrile,Cephacetrile,"Celospor|Cephacetrile|Cefacetrile|C 36278 Ba|C36278Ba|Cephacetrile Sodium|C-36278-Ba|Sodium, Cephacetrile"
D000900,Cephalexin,Cephalexin,"Cephalexin Monohydrate|Cefalexin|Cephalexin|Cephalexin Monohydrochloride, Monohydrate|Cephalexin, (6R-(6alpha,7alpha(R*)))-Isomer|Cephalexin, (6R-(6alpha,7beta(S*)))-Isomer|Cephalexin Monohydrochloride|Cephalexin, (6R-(6alpha,7beta))-Isomer|Cephalexin, Monosodium Salt|Cephalexin Hemihydrate|Cephalexin Hydrochloride|5-Thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid, 7-((aminophenylacetyl)amino)-3-methyl-8-oxo-, (6R-(6alpha,7beta(R*)))-|Palitrex|Cephalexin, Monosodium Salt, (6R-(6alpha,7beta))-Isomer|Cephalexin Dihydride|Ceporexine"
D000900,Cephaloglycin,Cephaloglycin,"Cefaloglycin|Cephaloglycin Dihydrate|Dihydrate, Cephaloglycin|Cephaloglycine|Cephaloglycin"
D000900,Cephaloridine,Cephaloridine,Cephalomycine|Cephaloridine|Cefaloridine|Cephaloridin|Ceporin
D000900,Cephalothin,Cephalothin,"Salt, Cephalothin Monosodium|Ceftina|Cefalotina Sodica Spaly|Keflin|Sodium Cephalothin|Cephalothin|Cephalothin Monosodium Salt|Monosodium Salt, Cephalothin|Seffin|Cefalotina Normon|Cephalothin, Sodium|Cefalotin"
D000900,Cephapirin,Cephapirin,"Cephapirin Monosodium Salt|Sodium Cephapirin|Salt, Cephapirin Monosodium|Monosodium Salt, Cephapirin|Cephapirin Sodium|BL-P 1322|Cefapirin|BL P 1322|Céfaloject|Cefadyl|BLP 1322|Cephapirin|Brisfirina|Cephapirin, Sodium"
D000900,Cephradine,Cephradine,"SQ 11436|Sefril|Cephradine, Non Stoichiometric Hydrate|Velosef|Septacef|Nicef|Cephradine|SQ-11436|Velocef|Anspor|Cephradine Dihydrate|Zeefra Gé|Non-Stoichiometric Hydrate Cephradine|Dexef|Maxisporin|SQ11436|Cephradine, Non-Stoichiometric Hydrate|Cefradine|Dihydrate, Cephradine|Kelsef"
D003902,Cetylpyridinium,Cetylpyridinium,"Ceepryn Chloride|Anhydrous, Cetylpyridinium Chloride|Chloride Anhydrous, Cetylpyridinium|Hexadecylpyridinium|Biosept|Cetamium|Pyrisept|Cetylyre|Merocets|Catamium|Chloride, Cetylpyridinium|Cetylpyridinium Chloride Anhydrous|Chloride, Ceepryn|Dobendan|Pristacin|Cetylpyridinium Chloride|Sterogenol|Angifonil|Cetylpyridinium|Cetylpyridium"
D018906,Chlorambucil,Chlorambucil,"Lympholysin|Chloraminophene|N,N-Di-(2-chloroethyl)-p-aminophenylbutyric Acid|NSC3088|Chlorbutin|NSC-3088|Chlorambucil|NSC 3088|CB-1348|4-(Bis(2-chloroethyl)amino)benzenebutanoic Acid|Leukeran|CB 1348|CB1348|Amboclorin"
D011500,Chloramphenicol,Chloramphenicol,Chloramphenicol|Levomycetin|Cloranfenicol|Chloromycetin|Amphenicol|Chlorocid|Kloramfenikol|Amphenicols|Chlornitromycin|Detreomycin|Syntomycin|Ophthochlor
D018757,Chlordiazepoxide,Chlordiazepoxide,"Perchlorate, Chlordiazepoxide|Elenium|Chlordiazepoxide Perchlorate|Chlordiazepoxide Hydrobromide|Hydrobromide, Chlordiazepoxide|7-Chloro-2-methylamino-5-phenyl-3H-1,4-benzodiazepine-4-oxide|Chlordiazepoxide Monohydrochloride|7-Chloro-N-methyl-5-phenyl-3H-1,4-benzodiazepin-2-amine 4-oxide|Chlozepid|7 Chloro N methyl 5 phenyl 3H 1,4 benzodiazepin 2 amine 4 oxide|Librium|Monohydrochloride, Chlordiazepoxide|Hydrochloride, Chlordiazepoxide|Chlordiazepoxide|7 Chloro 2 methylamino 5 phenyl 3H 1,4 benzodiazepine 4 oxide|Methaminodiazepoxide|Chlordiazepoxide Hydrochloride"
D009067,Chlorhexidine,Chlorhexidine,"Sebidin A|Chlorhexidine Hydrochloride|Novalsan|MK412A|Acetate, Chlorhexidine|Hydrochloride, Chlorhexidine|Tubulicid|Chlorhexidine|MK-412A|MK 412A|Chlorhexidine Acetate"
D002717,Chlormerodrin,Chlormerodrin,Chlormerodrin|3 Chloromercuri 2 methoxypropylurea|3-Chloromercuri-2-methoxypropylurea|Promeran|Chlormeroprin
D014151,Chlormezanone,Chlormezanone,Chlormethazanone|Chlormezanone
D011310,Chlorobutanol,Chlorobutanol,"Chlorbutol|Chlorobutanol|Acetonchloroform|Chloretone|Anhydrous Chlorobutanol|Trichlorbutanol|Chlorobutanol, Anhydrous"
D012997,Chloroform,Chloroform,Trichloromethane|Chloroform
D000963,Proguanil,Proguanil,"Chlorguanid|Hydrochloride, Proguanil|Paludrin|Chloroguanide|Proguanil Hydrochloride|Chloriguane|Paludrine|Chloroguanide Hydrochloride|Bigumal|Proguanil|Hydrochloride, Chloroguanide"
D018501,Chloroquine,Chloroquine,"Arequin|Chingamin|Chlorochin|Arechine|Sulfate, Chloroquine|Nivaquine|Chloroquine Sulfate|Sulphate, Chloroquine|Khingamin|Chloroquine|Chloroquine Sulphate|Aralen"
D049993,Chlorothiazide,Chlorothiazide,Chlorothiazide
D018931,Chlorotrianisene,Chlorotrianisene,Chlorotrianisene
D009125,Chlorphenesin,Chlorphenesin,Chlorphenesin
D018926,Chlorpheniramine,Chlorpheniramine,"Maleate, Chlorpheniramine|Cloro-Trimeton|Teldrin|Aller-Chlor|Chlorpheniramine Tannate|Tannate, Chlorpheniramine|Antihistaminico Llorens|Chlorpheniramine Maleate|Efidac 24|Chlor-100|Kloromin|Chlorpro|Chlo-Amine|Chlorphenamine|Chlorprophenpyridamine|Chlortab-4|Chlorspan 12|Chlor-Trimeton|Chlor-Tripolon|Chlorpheniramine|Piriton"
D013566,Chlorphentermine,Chlorphentermine,"Chlorphentermine|Avipron|Desopimon|Hydrochloride, Chlorphentermine|Chlorphentermine Hydrochloride|Pre-Sate"
D018492,Chlorpromazine,Chlorpromazine,"Largactil|Thorazine|Chlorpromazine Hydrochloride|Chlorazine|Hydrochloride, Chlorpromazine|Aminazine|Chlorpromazine|Contomin|Chlordelazine|Propaphenin|Fenactil"
D007004,Chlorpropamide,Chlorpropamide,Meldian|Clorpropamid|Glucamide|Insogen|Diabinese|Apo-Chlorpropamide|Chlorpropamide
D018492,Chlorprothixene,Chlorprothixene,Chlorprothixene|Chlorprotixen|Taractan
D000890,Chlorquinaldol,Chlorquinaldol,"Sterosan|5,7-Dichloro-2-methyl-8-quinolinol|Chlorchinaldol|Chlorchinaldine|Chloroquinaldol|Afungil|5,7 Dichloro 2 methyl 8 quinolinol|Chlorquinaldol"
D011500,Chlortetracycline,Chlortetracycline,"Chlorotetracycline|Salt Chlortetracycline, Calcium|Aureocyclin|Chlortetracycline Bisulfate|Biomycin|Chlortetracycline, 4 Epimer|Chlortetracycline|Chlortetracycline Monohydrochloride|Chlortetracycline Sulfate (1:1)|Chlortetracycline Sulfate (2:1)|Hydrochloride, Chlortetracycline|Monohydrochloride, Chlortetracycline|Bisulfate, Chlortetracycline|4-Epimer Chlortetracycline|Chlortetracycline, Calcium Salt|Chlortetracycline, 4-Epimer|Aureomycine|Chlortetracycline Hydrochloride|Aureomycin|Calcium Salt Chlortetracycline"
D049993,Chlorthalidone,Chlorthalidone,Chlorthalidone|Hygroton|Phthalamudine|Chlorphthalidolone|Oxodoline|Chlortalidone|Thalitone
D009125,Chlorzoxazone,Chlorzoxazone,Parafon|Chlorzoxazone|Parafon Forte DSC|Paraflex
D000077264,Cholecalciferol,Cholecalciferol,"Calciol|Vitamin D3|Cholecalciferol|(3 beta,5Z,7E)-9,10-Secocholesta-5,7,10(19)-trien-3-ol|Vitamin D 3|Cholecalciferols"
D014665,Chromonar,Chromonar,"Hydrochloride, Chromonar|Carbocromen|Chromonar Hydrochloride|Carbochromen|Chromonar|Intercordin|Intensain|Cardiocap|Carbochromene|Carbocromene"
D002917,Chymopapain,Chymopapain,Discase|Chemolase|Chymopapain|Chymodiactin|Chymopapain A|Chymopapain B
D065609,Cimetidine,Cimetidine,"Biomet400|F 92334|SKF92334|HCl, Cimetidine|Histodil|F92334|Biomet|SKF 92334|&|SK|Tagamet|Cimetidine|SKF-92334|N-Cyano-N'-methyl-N''-(2-(((5-methyl-1H-imidazol-4-yl)methyl)thio)ethyl)guanidine|Eureceptor|F-92334|Altramet|Cimetidine Hydrochloride|Hydrochloride, Cimetidine|Cimetidine HCl"
