Mesh ID,Common name,Synonyms
D007166,Leflunomide,HWA-486|N-(4-Trifluoromethyphenyl)-5-methylisoxazole-4-carboxamide|Arava|HWA 486|SU101|HWA486|Leflunomide
D000077340,Fluvastatin,"Fluvastatin|Fluvastatin Sodium Salt|XU 62-320|XU 62 320|XU62320|Fluvastatin Sodium|Lescol|XU 62320|Fluindostatin|7-(3-(4-Fluorophenyl)-1-(1-methylethyl)-1H-indol-2-yl)-3,5-dihydroxy-6-heptenoate|XU-62320"
D047428,Lapatinib,N-(3-chloro-4-(((3-fluorobenzyl)oxy)phenyl)-6-(5-(((2-methylsulfonyl)ethyl)amino)methyl) -2-furyl)-4-quinazolinamine|Tykerb|GW 572016|GW-282974X|GW 282974X|Lapatinib|GW-572016|GW282974X|GW572016|Lapatinib Ditosylate
D017319,Verteporfin,"Verteporphin|18-Ethenyl-4,4a-dihydro-3,4-bis(methoxycarbonyl)-4a,8,14,19-tetramethyl-23H,25H-benzo(b)porphine-9,13-dipropanoic acid monomethyl ester|Benzoporphyrin Derivative Monoacid Ring A|BPD Verteporfin|BPD-MA|Visudyne|Verteporfin"
D054328,Pantoprazole,SKF 96022|BY-1023|BY 1023|F96022|F 96022|F-96022|SKF96022|Pantoprazole Sodium|SK|Protonix|Pantoprazole|BY1023|SKF-96022|&
D004791,Cidofovir,"Vistide|1-(3-Hydroxy-2-phosphonylmethoxypropyl)cytosine|Cidofovir Sodium|Cidofovir|HPMPC|1-((3-Hydroxy-2-phosphonylmethoxy)propyl)cytosine|Cidofovir, (+-)-isomer|Cidofovir Anhydrous|Cidofovir, (R)-isomer|Cidofovir, Sodium Salt|GS-504|GS 504|GS504"
D058987,Cilostazol,"6-(4-(1-Cyclohexyl-1H-tetrazol-5-yl)butoxy)-3,4-dihydro-2(1H)-quinolinone|OPC-13013|Cilostazol|Pletal|OPC 13013"
D065701,Modafinil,2-((R)-(Diphenylmethyl)sulfinyl)acetamide|Modafinil|Benzhydrylsulfinylacetamide|Alertec|Modiodal|R-Modafinil|Sparlon|R Modafinil|CRL 40476|2-((Diphenylmethyl)sulfinyl)acetamide|Armodafinil|Vigil|Provigil|CRL-40476|Nuvigil
D064804,Tamsulosin,LY-253352|LY 253352|YM 617|5-(2-((2-(2-Ethoxyphenoxy)ethyl)amino)propyl)-2-methoxybenzenesulfonamide|Flomax|Tamsulosin Hydrochloride|Tamsulosin|YM-617
D000900,Enrofloxacin,Bay Vp 2674|Endrofloxicin|Bay-Vp-2674|Enrofloxacin|Baytril
D065427,Fondaparinux,Fondaparinux Sodium|Arixtra|Quixidar|Fondaparinux
D052246,Nabumetone,Nabumeton|Rhoxal-nabumetone|Nabumetone|BRL 14777|4-(6-Methoxy-2-naphthyl)-2-butanone|ApoNabumetone|Relifex|Relif|Arthraxan|Listran|Relafen|Apo-Nabumetone|Nabucox|Mebutan|Gen-Nabumetone|Rhoxal nabumetone
D016861,Oxaprozin,"4,5 Diphenyl 2 oxazolepropionic Acid|Apo-Oxaprozin|Rhoxal-oxaprozin|Oxaprozin|Danoprox|Wy 21,743|Rhoxal oxaprozin|Wy-21,743|Apo Oxaprozin|4,5-Diphenyl-2-oxazolepropionic Acid|Daypro|Dayrun"
D018759,Tapentadol,"Tapentadol Hydrochloride|3-((1R,2R)-3-(dimethylamino)-1-ethyl-2-methylpropyl)phenol|Nucynta|Tapentadol"
D000427,Acamprosate,"N-Acetylhomotaurine, Monopotassium Salt|Calcium Acetylhomotaurine|Acamprostate|Campral EC|N Acetylhomotaurine, Monosodium Salt|N-Acetylhomotaurine, Magnesium (2:1) Salt|Calcium Acetyl Homotaurinate|Acetylhomotaurine, Calcium|Acetylhomotaurinate, Calcium|Aotal|Calcium Acetylhomotaurinate|Acamprosate|N-Acetylhomotaurine|N Acetylhomotaurine, Monolithium Salt|Acetyl Homotaurinate, Calcium|N-Acetylhomotaurine, Monosodium Salt|Sodium Acetylhomotaurine|N Acetylhomotaurine|N-Acetylhomotaurine, Calcium (2:1) Salt|Regtect|N-Acetylhomotaurine, Monolithium Salt|Zulex|Acamprosate Calcium|Campral|N-Acetylhomotaurine, Zinc (2:1) Salt|Acetylhomotaurine, Sodium|N Acetylhomotaurine, Monopotassium Salt"
D058987,Simendan,"OR-1855|OR-1259|Simendan|Dextrosimendan|OR 1259|((4-(1,4,5,6-tetrahydro-4-methyl-6-oxo-3-pyridazinyl)phenyl)hydrazono)propanedinitrile|Levosimendan|Simadax|OR 1855"
D018491,Cabergoline,FCE 21336|1-Ethyl-2-(3'-dimethylaminopropyl)-3-(6'-allylergoline-8'-beta-carbonyl)urea diphosphate|FCE-21336|Cabaseril|Cabaser|Galastop|Dostinex|1-((6-allylergolin-8beta-yl)carbonyl)-1-(3-(dimethylamino)propyl)-3-ethylurea|Cabergoline Diphosphate|Cabergoline
D010975,Tirofiban,"Tirofiban Hydrochloride|L-700462|L700,462|MK 383|Aggrastat|Tirofiban Hydrochloride Monohydrate|L 700462|L-700,462|MK-383|L 700,462|N-(Butylsulfonyl)-O-(4-(4-piperidyl)butyl)-L-tyrosine|Agrastat|Tirofiban"
D000998,Valacyclovir,"Valacyclovir, X-Hydrochloride, (DL)-isomer|Valacyclovir Hydrochloride|Valacyclovir, (DL)-isomer|Valaciclovir|Valacyclovir, D-|Valacyclovir, X-Hydrochloride, (D)-isomer|L-valyl Ester Acyclovir|L-Valylacyclovir|256U87|L Valylacyclovir|Valacyclovir, (L)-isomer|2-((2-Amino-1,6-dihydro-6-oxo-9H-purin-9-yl)methoxy)ethyl L-valinate|Valacyclovir Hydrochloride, (DL)-isomer|Valtrex|Valacyclovir|Acyclovir, L-valyl Ester|Valacyclovir, (D)-isomer|BW256U87|Acyclovir, L valyl Ester|D- Valacyclovir"
D047428,Vemurafenib,RG 7204|RG-7204|RG7204|PLX4032|R05185426|Zelboraf|PLX 4032|Vemurafenib
D058921,Ticagrelor,"Brilique|3-(7-((2-(3,4-Difluorophenyl)cyclopropyl)amino)-5-(propylthio)-3H-(1-3)-triazolo(4,5-d)pyrimidin-3-yl)-5-(2-hydroxyethoxy)cyclopentane-1,2-diol|AZD6140|Ticagrelor|Brilinta|AZD-6140|AZD 6140"
D018491,Pramipexole,"Pramipexole Dihydrochloride Anhydrous|SND-919|Mirapex|2 Amino 6 propylaminotetrahydrobenzothiazole|Pramipexole Dihydrochloride|SND-919CL2x|Pramipexol, (+-)-isomer|KNS760704|SND919CL2x|SND 919|Pramipexol Dihydrochloride, (S)-isomer|KNS-760704|6,7-Tetrahydro-N6-propyl-2,6-benzothiazolediamine dihydrochloride monohydrate|4,5,6,7-Tetrahydro-N6-propyl-2,6-benzothiazole-diamine|2-Amino-6-propylaminotetrahydrobenzothiazole|Pramipexole Hydrochloride Monohydrate|Dexpramipexole|Pramipexol|Pramipexol, (R)-isomer|Pramipexol Dihydrobromide, (+-)-isomer|KNS 760704|Pramipexole|SND 919CL2x|Sifrol|2-Amino-4,5,6,7-tetrahydro-6-propylaminobenzothiazole"
D000900,Cefdinir,FK 482|Omnicef|FK-482|PD 134393|CI-983|Cefdinir|7-(2 (2-Aminothiazol-4-yl)-2-hydroxyiminoacetamido)-3-vinyl-3-cephem-4-carboxylic acid|CI 983|FK482|CI983|PD-134393
D058831,Tropisetron,ICS 205930|ICS-205930|(3 alpha-Tropanyl)-1H-indole-3-carboxylic Acid Ester|Tropisetron|ICS-205-930|Tropisetron Hydrochloride|ICS 205-930|Navoban|ICS 205 930|Indole-3-carboxylic Acid Tropine Ester|Indole 3 carboxylic Acid Tropine Ester
D010975,Eptifibatide,"7H-Pyrrolo(2,1-g)(1,2,5,8,11,14,17,20)dithiahexaazacyclotricosine-17-acetic acid, 3-(aminocarbonyl)-11-(4-((aminoiminomethyl)amino)butyl)docosahydro-20-(1H-indol-3-ylmethyl)-1,9,12,15,18,21-hexaoxo-, (3R,11S,17S,20S,25aS)-|Integrilin|Eptifibatide|Epifibatide|Integrelin|Epifibratide"
D007502,Deferiprone,"Deferiprone|3 Hydroxy 1,2 dimethyl 4 pyridinone|DMOHPO|Ferriprox|3-Hydroxy-1,2-dimethyl-4-pyridinone|1,2-Dimethyl-3-hydroxypyridin-4-one|1,2 Dimethyl 3 hydroxypyrid 4 one|1,2 Dimethyl 3 hydroxypyridin 4 one|1,2-Dimethyl-3-hydroxypyrid-4-one|HDMPP|1,2 Dimethyl 3 hydroxy 4 pyridinone|1,2-Dimethyl-3-hydroxy-4-pyridinone"
D000074322,Panitumumab,"Vectibix|Human Panitumumab Antibody|ABX-EGF Monoclonal Antibody|ABX-EGF MAb|ABX EGF Monoclonal Antibody|Panitumumab Antibody, Human|Panitumumab|Monoclonal Antibody, ABX-EGF"
D047428,Crizotinib,Xalkori|Crizotinib|PF2341066|PF-2341066|PF 02341066|PF-02341066|PF 2341066|PF02341066
D000962,Artemether,"Artenam|Artemether, (3R-(3alpha,5abeta,6alpha,8abeta,9alpha,10beta,12beta,12aR*))-isomer|alpha-Artemether|Artemether, (3R-(3alpha,5abeta,6beta,8aalpha,9alpha,10beta,12beta,12aR*))-isomer|Artemether, (3R-(3alpha,5abeta,6beta,8abeta,9alpha,10alpha,12beta,12aR*))-isomer|Artemether|beta-Arthemeter|O-Methyldihydroartemisinine|beta Arthemeter|O Methyldihydroartemisinine|alpha Artemether"
D002317,Ivabradine,"S-16257|S16257|Corlanor|S 16257|S 16257-2|S 162602|7,8-Dimethoxy-3-(3-(((4,5-dimethoxybenzocyclobutan-1-yl)methyl)methylamino)propyl)-1,3,4,5-tetrahydro-2H-benzazepin-2-one|S162572|S-16260-2|S 16260-2|S 16257 2|S162602|S 162572|S-16257-2|S 16260 2|Ivabradine"
D007166,Basiliximab,Basiliximab|SDZ CHI 621|CHI 621|Simulect
D018696,Edaravone,Edaravone|Norantipyrine|Edarabone|Norphenazone|MCI-186|MCI 186|Phenylmethylpyrazolone|1-Phenyl-3-methyl-5-pyrazolone|MCI186|3 Methyl 1 phenyl 2 pyrazolin 5 one|Radicava|1 Phenyl 3 methyl 5 pyrazolone|3-Methyl-1-phenyl-2-pyrazolin-5-one
D000779,Levobupivacaine,Levobupivacaine Hydrochloride|Chirocaine|Levobupivacaine
D003879,Alitretinoin,9 cis Retinoic Acid|Alitretinoin|9cRA Compound|Panretin|9-cis-Retinoic Acid|Toctino|BAL4079
D023581,Enfuvirtide,"T20, Peptide|T20 Peptide|DP-178|Fuzeon|Enfuvirtide|Peptide T20|DP178|DP 178|Pentafuside"
D007166,Daclizumab,Daclizumab|Dacliximab|Ro 24-7375|Ro-24-7375|Zinbryta|Zenapax|Ro 24 7375|Ro 247375
D000998,Valganciclovir,Valcyte|Ganciclovir L valyl Ester|Valcyt|Valganciclovir|Ganciclovir L-valyl Ester|Valganciclovir Hydrochloride
D018687,Amisulpride,LIN 1418|DAN 2163|Sultopride|4-Amino-N-((1-ethyl-2-pyrrolidinyl)methyl)-5-(ethylsulfonyl)-2-methoxybenzamide|N-(Ethyl-1-pyrrolidinyl- 2-methyl)methoxy-2-ethylsulfonyl-5-benzamide|LIN-1418|Solian|Amisulpride|Barnetil|DAN-2163|Sultopride Hydrochloride
D002317,Quinapril,"CI-906|CI 906|Accupril|PD 109,452 2|PD 109452-2|Quinapril|PD 1094522|2-(2-((1-(Ethoxycarbonyl)-3-phenylpropyl)amino)-1-oxopropyl)-1,2,3,4-tetrahydro-3-isoquinolinecarboxylic acid|Quinapril Hydrochloride|PD-109,452-2|PD 109452 2"
D014662,Terlipressin,"Triglycylvasopressin|Terlipressin|Terlypressin|Glipressin|Glycylpressin|TGLVP|Glypressin|Triglycyl-(8-lysine)vasopressin|Vasopressin, tri-Gly-8-Lys-|Remestyp|Gly Gly Gly 8 Lys vasopressin|tri-Gly-8-Lys- Vasopressin|Gly-Gly-Gly-8-Lys-vasopressin|Triglycyl Lysine Vasopressin|N-(alpha)-glycyl-glycyl-glycyl-8-lysine vasopressin"
D007502,Deferasirox,"ICL 670|4-(3,5-Bis-(2-hydroxyphenyl)-(1,2,4)-triazol-1-yl)benzoic acid|Exjade|ICL-670|ICL-670A|ICL 670A|ICL670A|Deferasirox|ICL670"
D000890,Sulfathiazole,"Sulfathiazole, Monosodium Salt|Alphadol|Sulfathiazole|4-amino-N-2-thiazolyl Benzenesulfonamide|N(1)-2-thiazolylsulfanilamide|Benzenesulfonamide, 4-amino-N-2-thiazolyl|Benzenesulfonamide, 4 amino N 2 thiazolyl|Sulfathiazole Sodium|Norsulfazole"
D003473,Mivacurium,BW-B-1090U|Mivacurium Chloride|Mivacurium|BW-B1090U|BW-B 1090U|Mivacron|BW B1090U|BWB1090U|BWB 1090U|BW B 1090U
D065100,Maraviroc,"UK-427857|4,4-Difluoro-N-((1S)-3-(exo-3-(3-isopropyl-5-methyl-4H-1,2,4-triazol-4-yl)-8-azabicyclo(3.2.1)oct-8-yl)-1-phenylpropyl)cyclohexanecarboxamide|UK-427,857|UK427857|UK 427857|UK 427,857|UK427,857|Selzentry|Maraviroc"
D018759,Reboxetine,Vestra|Reboxetine Mesylate|Reboxetine|2-((2-Ethoxyphenoxy)benzyl)morpholine methanesulfonate
D000082082,Nivolumab,BMS 936558|ONO 4538|MDX 1106|Opdivo|ONO4538|BMS-936558|MDX-1106|Nivolumab|BMS936558|ONO-4538|MDX1106
D019384,Famciclovir,"Famciclovir|BRL-42810|BRL 42810|1,3-Propanediol, 2-(2-(2-amino-9H-purin-9-yl)ethyl)-, diacetate (ester)|BRL42810|9-(4-Acetoxy-3-(acetoxymethyl)but-1-yl)-2-aminopurine|Famvir"
D000276,Thymalfasin,Zadaxin|Thymosin alpha(1)|alpha1-Thymosin|alpha1 Thymosin|Thymalfasin|Thymosin alpha1
D065092,Tolvaptan,"OPC-41061|Samsca|Tolvaptan|OPC41061|OPC 41061|7-Chloro-5-hydroxy-1-(2-methyl-4-(2-methylbenzoylamino)benzoyl)2,3,4,5-tetrahydro-1H-1-benzazepine"
D004791,Fomepizole,4 Methylpyrazole Monohydrochloride|4 Methylpyrazole|4-Methylpyrazole|Antizol|4-Methylpyrazole Monohydrochloride|Fomepizole
D018906,Trabectedin,NSC 684766|ET 743|Ecteinascidin 743|ET-743|Trabectedin|Yondelis|ET743
D015314,Icodextrin,Icodextrin|Extraneal|Icodial
D064729,Aprepitant,"(1-(3,5-bis(Trifluoromethyl)phenyl)ethoxy)-3-(fluoro)phenyl-4-(3-oxo-1,2,4-triazol-5-yl)methylmorpholine|MK869|MK 869|L-754030|MK-0869|Emend|MK-869|(2R)-(1R)-3,5-bis(Trifluoromethylphenyl)ethoxy)-(3S)-(4-fluoro)phenyl-4-(3-(5-oxo-1H,4H-1,2,4-triazole)methyl-morpholine|L754030|L754,030|L 754,030|Aprepitant|MK 0869|L 754030|MK0869|MK0517|MK-0517|L-754,030|MK 0517"
D000970,Bexarotene,"Targretin|3-methyl-TTNEB|LGD 1069|Bexarotene|4-(1-(3,5,5,8,8-Pentamethyl-5,6,7,8-tetrahydro-2-naphthyl)ethenyl)benzoic acid|LGD-1069|LG69 compound|LGD1069"
D000935,Anidulafungin,"LY 303366|LY303366|LY-303366|Eraxis|Anidulafungin|1-((4R,5R)-4,5-Dihydroxy-N2-((4''-(pentyloxy)(1,1':4',1''-terphenyl)-4-yl)carbonyl)-L-ornithine)-echinocandin B"
D052246,Etoricoxib,MK-0663|MK0663|L-791456|L 791456|Arcoxia|MK 0663|L791456|Etoricoxib
D000980,Triclabendazole,"Egaten|Flukare|Triclabendazole|Fasicare|6-chloro-5-(2,3-dichlorophenoxy)-2-methylthiobenzimidazole|Tremacide|Fasinex"
D011838,Tirapazamine,"3-Amino-1,2,4-benzotriazine-1,4-dioxide|WIN59075|SR 4233|Tirazone|SR-4233|SR4233|WIN 59075|NSC 130181|Tirapazamine|WIN-59075"
D019384,Telbivudine,"Tyzeka|Telbivudin|1-(2-Deoxy-beta-L-erythropentafuranosyl)-5-methyl-2,4(1H,3H)-pyrimidinedione|beta-L-2'-Deoxythymidine|Telbivudine|beta L 2' Deoxythymidine"
D007004,Nateglinide,"A4166|AY4166|AY-4166|Nateglinide, (D-Phe)-isomer|A 4166|Starlix|Nateglinide, (cis,D-Phe)-isomer|N-((4-Isopropylcyclohexyl)carbonyl)phenylalanine|Senaglinide|Nateglinide|Starsis|DJN 608|AY 4166|Fastic|A-4166|Nate-Glinide"
D000900,Ceftibuten,SCH39720|Ceftibuten|SCH 39720|7432 S|7-(2-(2-amino-4-thiazolyl)-4-carboxy-2-butenoylamino)-3-cephem-4-carboxylic acid|SCH-39720|Cedax|7432-S
D000900,Cefepime,Quadrocef|Cefepime|Maxipime|BMY28142|Cefepime Hydrochloride|BMY-28142|Cefepim|BMY 28142|Axépim
D000900,Doripenem,S-4661|Doripenem|S 4661|2-(5-sulfamoylaminomethylpyrrolidin-3-ylthio)-6-(1-hydroxyethyl)-1-methylcarbapen-2-em-3-carboxylic acid|S4661
D000900,Ertapenem,Invanoz|Ertapenem|Ertapenem Sodium|Invanz
D000900,Meropenem,Penem|SM-7338|Merrem|SM 7338|SM7338|Ronem|Meropenem|3-(5-Dimethylcarbamoylpyrrolidin-3-ylthio)-6-(1-hydroxyethyl)-4-methyl-7-oxo-1-azabicyclo(3.2.0)hept-2-ene-2-carboxylic acid
D000900,Fidaxomicin,Tiacumicin B|Tiacumicin C|PAR-101|Lipiarmycin B|Lipiarmycin B3|Lipiarmycin|PAR101|Dificid|Lipiarmycin B4|Lipiarmycin A3|Lipiarmycin A4|PAR 101|Fidaxomicin
D059005,Gatifloxacin,"AM 1155|1-cyclopropyl-1,4-dihydro-6-fluoro-8-methoxy-7-(3-methyl-1-piperazinyl)-4-oxo-3-quinolinecarboxylic acid|CG 5501|BMS206584|BMS-206584|BMS 206584|Tequin|Gatifloxacin|Zymar|Gatifloxacine|AM-1155"
D059005,Gemifloxacin,"SB265805|Factive|LB-20304|Gemifloxacin Mesylate|LB 20304|Gemifloxacin|LB20304|SB-265805|7-(3-aminomethyl-4-methoxyimino-pyrrolidine-1-yl)-1-cyclopropyl-6-fluoro-4-oxo-1,4-dihydro-(1,8)-naphthyridine-3-carboxylic acid|SB 265805"
D000077740,Procalcitonin,Calcitonin-1|Procalcitonin|Calcitonin 1|Pro-Calcitonin|Calcitonin Precursor Polyprotein|Calcitonin Related Polypeptide Alpha
D000889,Dronedarone,Dronedarone|Multaq|SR 33589B|SR 33589
D056572,Panobinostat,LBH589|NVP LBH589|LBH 589|Panobinostat|NVP-LBH589|Farydak
D000935,Ciclopirox,Dafnegin-CSC|Ciclopirox|Dafnegin CSC|Ciclopirox Olamine|Cyclopyroxolamine|HOE 296|HOE-296|HOE296|Loprox|Batrafen|Penlac|6-Cyclohexyl-1-hydroxy-4-methyl-2(1H)-pyridone ethanolamine salt|Ciclopiroxolamine|Cyclopirox
D058647,Rilmenidine,S-3341|S 3341|2-(N-(Dicyclopropylmethyl)amino)oxazoline Phosphate Salt|Rilmenidine Phosphate|Oxaminozoline|2-(N-(Dicyclopropylmethyl)amino)oxazoline|S-3341-3|S33413|Rilmenidine|Hyperium|S 3341 3|S3341
D026902,Amifampridine,"Firdapse|3,4 Diaminopyridine|Amifampridine|Ruzurgi|3,4-Diaminopyridine|Amifampridine Phosphate"
D018727,Methantheline,Banthine|Methantheline Bromide|Methantheline|Vagantin
D047428,Axitinib,Inlyta|AG-013736|AG 013736|AG013736|Axitinib
D005343,Tenecteplase,Metalyse|Tenecteplase|TNKase
D049994,Torsemide,1-Isopropyl-3-((4-(3-methylphenylamino)pyridine)-3-sulfonyl)urea|Torasemide|Torsemide|1-Isopropyl-3-((4-m-toluidino-3-pyridyl)sulfonyl)urea|Demadex
D000964,Clofarabine,"Clofarabine|2 Chloro 2' fluoroarabino 2' deoxyadenosine|2-Chloro-9-(2-deoxy-2-fluoroarabinofuranosyl)adenine|Clofarex|Cl-F-ara-A|2-Chloro-2'-fluoroarabino-2'-deoxyadenosine|Clolar|2 Chloro 2' arabino fluoro 2' deoxyadenosine|2-Chloro-2'-arabino-fluoro-2'-deoxyadenosine|2-Chloro-9-(2-deoxy-2-fluoro-beta-D-arbinofuranosyl)adenine|Evoltra|9H-Purin-6-amine, 2-chloro-9-(2-deoxy-2-fluoro-beta-D-arabinofuranosyl)-"
D065098,Tolcapone,"Ro 407592|Ro-40-7592|Ro 40 7592|3,4-Dihydroxy-5'-methyl-5-nitrobenzophenone|Tasmar|Ro407592|3,4 Dihydroxy 5' methyl 5 nitrobenzophenone|Tolcapone|SOM0226|Ro 40-7592"
D065130,Atrasentan,"A-127722.5|A-127722|Xinlay|Atrasentan Hydrochloride|ABT 627|A 127722.5|A 127722|(11C)ABT-627|2-(4-Methoxyphenyl)-4-(1,3-benzodioxol-5-yl)-1-(((dibutylamino)carbonyl)methyl)pyrrolidine-3-carboxylic acid|A 147627|A-147627|A127722|A147627|Atrasentan|ABT-627|ABT627|A127722.5"
D058831,Palonosetron,"RS 25233-197|RS 25233 198|Aloxi|Palonosetron Hydrochloride|RS 25233 197|RS25233197|Palonosetron, (R-(R*,R*))-isomer|Palonosetron|RS-25259-197|RS 25233-198|RS25259197|RS25233198|RS-25233-197|RS25259198|RS25259|RS 25259|2-QHBIQO|RS 25259 197|Palonosetron, (R-(R*,S*))-isomer|Palonosetron, (3R)-|RS-25259|RS 25259198|2-(1-azabicyclo(2.2.2)oct-3-yl)-2,3,3a,4,5,6-hexahydro-1H-benz(de)isoquinolin-1-one|RS 25233197|RS 25259 198|RS 25259197|RS 25233198|RS-25233-198|RS 25259-197|Palonosetron, (S-(R*,S*))-isomer|RS-25259-198|RS 25259-198"
D007155,Alefacept,LFA-3 IgG1 Fusion Protein|Amevive|Alefacept|LFA 3 IgG1 Fusion Protein|LFA-3 IgG(1) Fusion Protein
D000962,Lumefantrine,"Benflumetol, (-)-isomer|Lumefantrine|Benflumetol, (+-)-isomer|Benflumetol|9H-Fluorene-4-methanol, 2,7-dichloro-9-((4-chlorophenyl)methylene)-alpha-((dibutylamino)methyl)-, (Z)-|Benflumetol, (+)-isomer"
D065093,Tazobactam,YTR-830|YTR830|Tazobactam|Tazobactam Sodium|YTR 830H|YTR 830
D005343,Tinzaparin,"Innohep|Tinzaparin Sodium|2 Propenoic acid, 3 phenyl|Tinzaparin|2-Propenoic acid, 3-phenyl-|3-phenyl- 2-Propenoic acid"
D006401,Lenograstim,"Euprotin|Lenograstim, Component 2|Lenograstim|Lenograstim, Component 1|Granocyte"
D005765,Rifaximin,"Rifaximin|Xifaxan|L105|Redactiv|4-Deoxy-4'-methylpyrido(1',2'-1,2)imidazo(5,4C)rifamycin|L 105|L-105"
D011500,Tigecycline,GAR-936|Tygacil|GAR936|GAR 936|TBG-MINO|Tigecycline|9-(tert-Butylglycylamido)minocycline
D002121,Zonisamide,"CI 912|AD 810|Zonegran|AD810|Zonisamide|3-Sulfamoylmethyl-1,2-benzisoxazole|3 Sulfamoylmethyl 1,2 benzisoxazole|CI-912|AD-810|Zonisamide Monosodium|CI912"
D058785,Clobazam,"Frisium|HR 376|LM2717|Clobazam|LM 2717|LM-2717|Onfi|Urbanyl|1-Phenyl-5-methyl-8-chloro-1,2,4,5- tetrahydro-2,4-diketo-3H-1,5-benzodiazepine"
D058805,Tiagabine,"NO 329|N-(4,4-di(3-Methylthien-2-yl)but-3-enyl)nipecotic acid|Tiagabine Hydrochloride|(R)-(4,4-bis(3-Methyl-2-thienyl)-3-butenyl)-3-piperidinecarboxylic acid, Hydrochloride|NO-328|Tiagabine, (S)-isomer|Tiagabine|Gabitril|NO-329|NO 328"
D018691,Felbamate,"2 Phenyl 1,3 propanediol dicarbamate|Felbamate|W-554|2-Phenyl-1,3-propanediol dicarbamate|(3-Carbamoyloxy-2-phenyl-propyl) carbamate|ADD-03055|Taloxa|W 554|W554|Felbatol|ADD 03055|Felbamyl|ADD03055"
D065701,Oxcarbazepine,"GP 47680|Timox|Trileptal|Oxcarbazepine|10,11-Dihydro-10-oxo-5H-dibenz(b,f)azepine-5-carboxamide"
D061567,Lacosamide,N-benzyl-2-acetamido-3-methoxypropionamide|N benzyl AcMeOPrNH2|N-benzyl-AcMeOPrNH2|Lacosamide|Vimpat|N benzyl 2 acetamido 3 methoxypropionamide
D018712,Milnacipran,1 Phenyl 1 diethylaminocarbonyl 2 aminomethylcyclopropane HCl|Midalcipran|F-2207|Milnacipran|Milnacipran Hydrochloride|Ixel|Savella|F2207|1-Phenyl-1-diethylaminocarbonyl-2-aminomethylcyclopropane HCl|F 2207
D058831,Vortioxetine,"Lu-AA21004|Vortioxetine|LuAA21004|Lu AA21004|1-(2-(2,4-Dimethylphenylsulfanyl)phenyl)piperazine|Brintellix|Vortioxetine Hydrobromide"
D058831,Mirtazapine,ORG-3770|6 Azamianserin|ORG3770|Esmirtazapine|6-Azamianserin|Remeron|(N-Methyl-11C)mirtazapine|Zispin|(S)-Mirtazapine|Org 50081|Norset|ORG 3770|Remergil|Mirtazapine|Rexer
D000928,Levomilnacipran,Fetzima|Levomilnacipran Hydrochloride|Levomilnacipran
D058633,Acetaminophen,Tylenol|Acetaminophen|Paracetamol|Panadol|Acamol|N-(4-Hydroxyphenyl)acetanilide|Acetominophen|Anacin3|Hydroxyacetanilide|Acetaco|Datril|Acephen|Acetamidophenol|p-Hydroxyacetanilide|Anacin-3|Anacin 3|N-Acetyl-p-aminophenol|p-Acetamidophenol|Algotropyl|APAP
D004232,Acetazolamide,"Acetazolamide Sodium, (Sterile)|Ak-Zol|HumaZolamide|Diuramide|Edemox|Ak Zol|Huma Zolamide|Acetadiazol|Diacarb|Acetazolamide, Monosodium Salt|AkZol|Apo-Acetazolamide|Diamox|Acetazolam|Huma-Zolamide|ApoAcetazolamide|Défiltran|Glauconox|Glaupax|Acetazolamide|Apo Acetazolamide"
D007004,Acetohexamide,Dimelor|Dymelor|Acetohexamide|Gamadiabet
D018697,Acetylcarnitine,"Alcar|Acetyl L Carnitine|Levocarnitine Acetyl|Branigen|Acetylcarnitine|Medosan|Acetyl Carnitine|Carnitine, Acetyl|Acetylcarnitine, (R)-Isomer|Acetyl-L-Carnitine"
D016166,Acetylcysteine,"Acetylcystein Atid|Acetylcystein Heumann|Acétylcystéine GNR|Acetylcysteine Zinc|Mucosolvin|Acetylcystein, mentopin|Mucosil|Cystamucil|Azubronchin|Ilube|N-Acetyl-L-cysteine|Airbron|BronchoFips|Solmucol|Acetylcysteine Hydrochloride|Fabrol|Alveolex|durabronchal|Siran|N-Acetylcysteine|N Acetyl L cysteine|Genac|Muciteran|Acetylcystein Trom|Codotussyl|M-Pectil|Larylin NAC|Lantamed|Acetylcysteine, (D)-Isomer|Monoammonium Salt Acetylcysteine|acebraus|Acetylcystein AL|Hydrochloride, Acetylcysteine|Acetylcysteine, (DL)-Isomer|Broncho Fips|NAC Zambon|Acetyst|Eurespiran|Zinc, Acetylcysteine|Fluprowit|Broncholysin|Acetylcysteine, Monoammonium Salt|Acemuc|Exomuc|Acetylcysteine|Mercapturic Acid|Sodium, Acetylcysteine|Mucosol|Hustengetränk, Optipect|MPectil|Acetylcysteine Sodium|Mucomyst|Fluimucil|Zambon, NAC|Sanigen, Muco|Jenapharm|Hoestil|M Pectil|Acetylin|Acetabs|NAC, Bisolvon|N Acetylcysteine|Bromuc|mentopin Acetylcystein|NAC AL|Acid, Mercapturic|Acetylcysteine, Monosodium Salt|Bisolvon NAC|Siccoral|Mucopect, Dampo|Monosodium Salt Acetylcysteine|Muco Sanigen|Broncoclar|Frekatuss|Jenacystein|Lindocetyl|Dampo Mucopect|Broncho-Fips|Optipect Hustengetränk"
